RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Latitude,Longitude
145,,,2009-10-14,2009-10-14,D,2009-10-14,NBNSYS0000003430,Crataegus monogyna,L832620,83214,262085,OSI,100,,"Killary Harbour, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Common Hawthorn,Hawthorns,-9.764827200259356,53.59501840501059
146,,,2009-10-16,2009-10-16,D,2009-10-16,NBNSYS0000003430,Crataegus monogyna,M775693,177504,269343,OSI,100,,"St Patricks Bush, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Common Hawthorn,Hawthorns,-8.341181655913754,53.67313003439429
147,,,2009-07-27,2009-07-27,D,2009-07-27,NBNSYS0000003430,Crataegus monogyna,S497510,249794,151034,OSI,100,,"St. Patrick's Bush, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,Not known,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Common Hawthorn,Hawthorns,,
148,,,2009-10-15,2009-10-15,D,2009-10-15,NBNSYS0000003430,Crataegus monogyna,F873230,87395,323079,OSI,100,,"Bangor Erris, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Common Hawthorn,Hawthorns,-9.654554618050001,52.3474587327384
149,,,2009-08-18,2009-08-18,D,2009-08-18,NBNSYS0000003430,Crataegus monogyna,N258254,225850,225446,OSI,100,,"St.Carthach Church, Tullamore, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Common Hawthorn,Hawthorns,-7.613968160212483,53.27855647253654
151,,,2009-10-15,2009-10-15,D,2009-10-15,NBNSYS0000003430,Crataegus monogyna,G373033,137363,303354,OSI,100,,"Blackpatch, Swinford, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Common Hawthorn,Hawthorns,-8.917310119780959,52.17843784682051
152,,,2009-08-13,2009-08-13,D,2009-08-13,NBNSYS0000003430,Crataegus monogyna,N138022,213851,202288,OSI,100,,"Clareen, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Wood pasture,Multi-stem,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Common Hawthorn,Hawthorns,-7.794857347053081,53.07054719662569
155,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000457746,Cryptomeria japonica,V979528,97976,52866,OSI,100,,"Ardnagashel Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Japanese Cedar,Japanese Cedars,,
156,,,2009-09-07,2009-09-07,D,2009-09-07,NHMSYS0000457746,Cryptomeria japonica,S437150,243750,115085,OSI,100,,"Curraghmore, Portlaw, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterfod,Japanese Cedar,Japanese Cedars,,
157,,,2009-09-18,2009-09-18,D,2009-09-18,NHMSYS0000457746,Cryptomeria japonica,R556911,155606,191105,OSI,100,,"Caher House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,Japanese Cedar,Japanese Cedars,,
158,,,2009-09-01,2009-09-01,D,2009-09-01,NHMSYS0000457746,Cryptomeria japonica,O212163,321211,216355,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Japanese Cedar,Japanese Cedars,-6.187756140719225,53.18362775368184
160,,,2009-08-07,2009-08-07,D,2009-08-07,NHMSYS0000457746,Cryptomeria japonica,T246880,324694,188010,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Cristata,Wicklow,Japanese Cedar,Japanese Cedars,,
161,,,2009-10-15,2009-10-15,D,2009-10-15,NHMSYS0000457746,Cryptomeria japonica,M144544,114444,254475,OSI,100,,"Ashford Castle Hotel, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Arboretum,Group,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Elegans Group,Mayo,Japanese Cedar,Japanese Cedars,-9.291672910972267,53.53277233664474
162,,,2009-10-08,2009-10-08,D,2009-10-08,NHMSYS0000457746,Cryptomeria japonica,T019166,301993,116660,OSI,100,,"Johnstown Castle, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Elegans Group,Wexford,Japanese Cedar,Japanese Cedars,,
163,,,2009-09-29,2009-09-29,D,2009-09-29,NHMSYS0000457746,Cryptomeria japonica,V770588,77076,58835,OSI,100,,"Derreen Gardens, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Elegans Group,Cork,Japanese Cedar,Japanese Cedars,,
164,,,2009-09-23,2009-09-23,D,2009-09-23,NHMSYS0000457746,Cryptomeria japonica,W791709,179158,70947,OSI,100,,"Fota Arboretum, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Spiralis,Cork,Japanese Cedar,Japanese Cedars,,
166,,,2009-08-07,2009-08-07,D,2009-08-07,NBDCSYS000000017,Cupressus lusitanica,T245878,324564,187818,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing dead,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Mexican Cypress,Cypresses,,
167,,,2009-08-07,2009-08-07,D,2009-08-07,NBDCSYS000000017,Cupressus lusitanica,T245878,324599,187855,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Mexican Cypress,Cypresses,,
168,,,2009-09-30,2009-09-30,D,2009-09-30,NHMSYS0000457766,Cupressus macrocarpa,V965857,96525,85727,OSI,100,,"Muckross House, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Monterey Cypress,Monterey Cypresses,,
169,,,2009-10-21,2009-10-21,D,2009-10-21,NHMSYS0000457766,Cupressus macrocarpa,C088346,208849,434688,OSI,100,,"Capuchin Friary, Cresslough, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,Monterey Cypress,Monterey Cypresses,-7.873821613627971,51.56450920572516
172,,,2009-10-05,2009-10-05,D,2009-10-05,NHMSYS0000457766,Cupressus macrocarpa,O015905,301526,290536,OSI,100,,"Richardstown Castle, Co. Louth",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,Monterey Cypress,Monterey Cypresses,-6.458297719688526,53.85417495850813
174,,,2009-10-02,2009-10-02,D,2009-10-02,NHMSYS0000457766,Cupressus macrocarpa,R218509,121836,150966,OSI,100,,"Mount Trenchard, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Monterey Cypress,Monterey Cypresses,,
175,,,2009-09-29,2009-09-29,D,2009-09-29,NHMSYS0000457766,Cupressus macrocarpa,V909709,90989,70921,OSI,100,,"Fair Green, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Monterey Cypress,Monterey Cypresses,,
176,,,2009-09-07,2009-09-07,D,2009-09-07,NHMSYS0000457766,Cupressus macrocarpa,S636123,263691,112311,OSI,100,,"Gyles Quay, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Monterey Cypress,Monterey Cypresses,,
177,,,2009-09-07,2009-09-07,D,2009-09-07,NHMSYS0000457766,Cupressus macrocarpa,S532101,253228,110137,OSI,100,,"Mount Congreve, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Monterey Cypress,Monterey Cypresses,,
178,,,2009-08-01,2009-08-01,D,2009-08-01,NHMSYS0000457766,Cupressus macrocarpa,N537067,253777,206782,OSI,100,,"Emo Court, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Monterey Cypress,Monterey Cypresses,-7.198891277028383,53.10846086011427
179,,,2009-10-21,2009-10-21,D,2009-10-21,NHMSYS0000457766,Cupressus macrocarpa,B940329,194030,432973,OSI,100,,"Ballyconnell House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea,Donegal,Monterey Cypress,Monterey Cypresses,-8.0872185910341,51.54926620798115
180,,,2009-09-25,2009-09-25,D,2009-09-25,NHMSYS0000457766,Cupressus macrocarpa,W064329,106424,32998,OSI,100,,"Old Post Office, Skibereen, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea,Cork,Monterey Cypress,Monterey Cypresses,,
181,,,2009-08-28,2009-08-28,D,2009-08-28,NHMSYS0000457766,Cupressus macrocarpa,O243152,324321,215219,OSI,100,,"Glencormac, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named tree,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,Wicklow,Monterey Cypress,Monterey Cypresses,-6.141838080911474,53.17303483771042
182,,,2009-09-01,2009-09-01,D,2009-09-01,NBNSYS0000042098,Cupressus sempervirens,O213162,321387,216264,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Italian Cypress,Italian Cypresses,-6.186299010234018,53.182706918299445
183,,,2009-10-01,2009-10-01,D,2009-10-01,NHMSYS0000457789,Cyathea dealbata,V405773,40559,77355,OSI,100,,"Glanleam, Valentia, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Silver Fern,Tree Ferns,,
184,,,2009-09-29,2009-09-29,D,2009-09-29,NBNSYS0000033530,Dicksonia antarctica,V770588,77077,58839,OSI,100,,"Derreen Gardens, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tasmanian Tree Fern,Tree Ferns,,
185,,,2009-10-01,2009-10-01,D,2009-10-01,NBNSYS0000033530,Dicksonia antarctica,V559876,55905,87640,OSI,100,,"Kells Bay Gardens, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Tasmanian Tree Fern,Tree Ferns,,
186,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000458616,Eucalyptus globulus,V937566,93726,56658,OSI,100,,"Eccles Hotel, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tasmanian Blue Gum,Eucalypts,,
187,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000458616,Eucalyptus globulus,V937566,93706,56657,OSI,100,,"Eccles Hotel, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tasmanian Blue Gum,Eucalypts,,
188,,,2009-08-14,2009-08-14,D,2009-08-14,NBNSYS0000033704,Eucalyptus johnstonii,T156646,315676,164684,OSI,100,,"Ballynastragh Estate, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Hedgerow,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Johnston’s Gum,Eucalypts,,
189,,,2009-08-27,2009-08-27,D,2009-08-27,NBDCSYS000000018,Eucryphia x nymansensis,T273968,327375,196844,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Mount Usher,Wicklow,Nymans Eucryphia,Eucryphias,,
190,,,2009-08-17,2009-08-17,D,2009-08-17,NBNSYS0000003195,Euonymus europaeus,N316224,231653,222400,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,European Spindle,Spindle Trees,-7.527320698925,53.2512886431749
191,,,2009-09-01,2009-09-01,D,2009-09-01,NBNSYS0000003840,Fagus sylvatica,O222167,322249,216740,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Beech,Beeches,-6.17265308173073,53.18699155147087
192,,,2009-08-21,2009-08-21,D,2009-08-21,NBNSYS0000003840,Fagus sylvatica,S535719,253515,171957,OSI,100,,"Castlecomer Golf Club, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,European Beech,Beeches,,
195,,,2009-10-29,2009-10-29,D,2009-10-29,NBNSYS0000003840,Fagus sylvatica,S927843,292700,184316,OSI,100,,"Barraderry House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Beech,Beeches,,
196,,,2009-08-04,2009-08-04,D,2009-08-04,NBNSYS0000003840,Fagus sylvatica,S921692,292191,169246,OSI,100,,"Money House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing dead,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Beech,Beeches,,
197,,,2009-10-21,2009-10-21,D,2009-10-21,NBNSYS0000003840,Fagus sylvatica,C062173,206254,417396,OSI,100,,"Glebe Gallery, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,European Beech,Beeches,-7.911617783548855,51.409054310806496
198,,,2009-09-10,2009-09-10,D,2009-09-10,NBNSYS0000003840,Fagus sylvatica,N526743,252681,274343,OSI,100,,"Grennan, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Beech,Beeches,-7.204050501611491,53.71589106174231
199,,,2009-07-29,2009-07-29,D,2009-07-29,NBNSYS0000003840,Fagus sylvatica,N444709,244496,270936,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Beech,Beeches,-7.328725568638239,53.6861070334397
200,,,2009-09-04,2009-09-04,D,2009-09-04,NBNSYS0000003840,Fagus sylvatica,N708490,270879,249026,OSI,100,,"Lions Den House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Beech,Beeches,-6.934174881997633,53.48647124004815
201,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000003840,Fagus sylvatica,M839221,183984,222164,OSI,100,,"Gort na mona, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Beech,Beeches,-8.241927085936666,53.249286923127
202,,,2009-09-23,2009-09-23,D,2009-09-23,NBNSYS0000003840,Fagus sylvatica,W608750,160885,75052,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,European Beech,Beeches,,
203,,,2009-10-07,2009-10-07,D,2009-10-07,NBNSYS0000003840,Fagus sylvatica,H829027,282929,302727,OSI,100,,"Lough Fea, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,European Beech,Beeches,-6.789060730845561,52.1703898389154
204,,,2009-07-28,2009-07-28,D,2009-07-28,NBNSYS0000003840,Fagus sylvatica,S569961,256977,196186,OSI,100,,"Stradbally Hall, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,European Beech,Beeches,,
205,,,2009-07-29,2009-07-29,D,2009-07-29,NBNSYS0000003840,Fagus sylvatica,N443707,244385,270741,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Fallen,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Beech,Beeches,-7.330267527832249,53.68431873768081
206,,,2009-09-12,2009-09-12,D,2009-09-12,NBNSYS0000003840,Fagus sylvatica,H492203,249241,320322,OSI,100,,"Hilton Park, Co. Monaghan",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,European Beech,Beeches,-7.27900279913265,52.33257155240531
207,,,2009-07-30,2009-07-30,D,2009-07-30,NBNSYS0000003840,Fagus sylvatica,H210163,221084,316394,OSI,100,,"Templeport, Bawnboy, Co. Cavan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,European Beech,Beeches,-7.6929136722103895,52.2984273644819
208,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000003840,Fagus sylvatica,M838223,183813,222376,OSI,100,,"Gort na mona, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Beech,Beeches,-8.243435332940022,53.251080889692005
210,,,2009-09-12,2009-09-12,D,2009-09-12,NBNSYS0000003840,Fagus sylvatica,H426105,242692,310528,OSI,100,,"Rockview, Ballyhaise, Co. Cavan",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,European Beech,Beeches,-7.377050308375954,52.24505952532296
211,,,2009-10-06,2009-10-06,D,2009-10-06,NBNSYS0000003840,Fagus sylvatica,H256072,225697,307202,OSI,100,,"Killegar, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,European Beech,Beeches,-7.626177772599241,52.216455835388174
213,,,2009-10-05,2009-10-05,D,2009-10-05,NBNSYS0000003840,Fagus sylvatica,O093875,309301,287581,OSI,100,,"Barmeath Castle, Co. Louth",Kate Crane,Kate Crane,False,False,,Arboricultural curiosities,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,European Beech,Beeches,-6.34088381723101,53.825652210872484
215,,,2009-08-05,2009-08-05,D,2009-08-05,NBNSYS0000003840,Fagus sylvatica,S728975,272831,197582,OSI,100,,"Moat of Ardscull, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,,,Group,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Beech,Beeches,,
216,,,2009-09-10,2009-09-10,D,2009-09-10,NBNSYS0000003840,Fagus sylvatica,N515791,251511,279134,OSI,100,,"Ballinacree, Co. Meath",Kate Crane,Kate Crane,False,False,,,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Beech,Beeches,-7.219911119499881,53.75912173906276
217,,,2009-10-12,2009-10-12,D,2009-10-12,NBNSYS0000003840,Fagus sylvatica,S169883,216989,188374,OSI,100,,"Monaincha Abbey, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Beech,Beeches,,
218,,,2009-10-19,2009-10-19,D,2009-10-19,NBNSYS0000003840,Fagus sylvatica,N145550,214598,255083,OSI,100,,"Rathmore, Co. Longford",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Parkland,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Longford,European Beech,Beeches,-7.782007004567817,53.54493588265292
219,,,2009-10-05,2009-10-05,D,2009-10-05,NBNSYS0000003840,Fagus sylvatica,N961919,296129,291974,OSI,100,,"Red House, Co. Louth",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,Louth,European Beech,Beeches,-6.539890684245201,53.8677750262629
220,,,2009-10-22,2009-10-22,D,2009-10-22,NBNSYS0000003840,Fagus sylvatica,G701369,170190,336903,OSI,100,,"Mental Health Centre, Co. Sligo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,Sligo,European Beech,Beeches,-8.44083460216628,52.483128543422694
221,,,2009-09-18,2009-09-18,D,2009-09-18,NBNSYS0000003840,Fagus sylvatica,M439052,143996,205267,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing dead,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,Galway,European Beech,Beeches,-8.838149997985976,53.094732672356024
222,,,2009-08-13,2009-08-13,D,2009-08-13,NBNSYS0000003840,Fagus sylvatica,N054056,205469,205623,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Birr Zebra,Offaly,European Beech,Beeches,-7.920117172327772,53.101247923520546
223,,,2009-09-11,2009-09-11,D,2009-09-11,NBNSYS0000003840,Fagus sylvatica,H722417,272261,341730,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea Marginiata,Monaghan,European Beech,Beeches,-6.93704593172121,52.52230588816039
